id,name,address,types,coordinates,rating,rating_n, international_phone_number ,populartimes,current_popularity,time_wait,time_spent
ChIJiyiwQFdZwokR7rsRrrchLJk,Angel’s Share,"45 Grove St, New York, NY 10014, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7329799, 'lng': -74.00425940000001}",4.5,1608,,,,,"[60, 150]"
ChIJmxdtzRtZwokRnJayLoUtg5g,Luis Gomez Presents SPUNK @ The Monster,"80 Grove St, New York, NY 10014, USA","['night_club', 'bar', 'point_of_interest', 'establishment']","{'lat': 40.7333573, 'lng': -74.0023353}",4.5,4,,,,,
ChIJKdQ7HQBZwokR3MmBqFd0I9Y,Kook Burger & Bar,"47 7th Ave S, New York, NY 10014, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7313365, 'lng': -74.00388079999999}",4.8,23, +1 646-850-0088 ,,,,
ChIJMZwTwIZZwokRbGe13N3omtU,Silver Apricot,"20 Cornelia St, New York, NY 10014, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7312758, 'lng': -74.0019894}",4.4,206,,,,,
ChIJtyy2FwBZwokRx4giTwuUbxg,Soho,,,,,,,,,,
ChIJbfTV15NZwokRSeNM676BEZI,Blue Note,"131 W 3rd St, New York, NY 10012, USA","['night_club', 'restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7309083, 'lng': -74.0006557}",4.3,4656, +1 212-475-8592 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 48, 60, 70, 70, 61]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 44, 54, 60, 54, 42]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 43, 48, 49, 46, 38]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 53, 63, 66, 57]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 57, 71, 88, 93, 85]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 59, 76, 96, 100, 87]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 31, 41, 42, 36, 28, 29, 35, 46, 54, 62, 61, 53]}]",,,"[180, 180]"
ChIJSdxe1JZZwokR7yjbqD8Fydc,8th Street Winecellar,"28 W 8th St, New York, NY 10011, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.73279720000001, 'lng': -73.9978955}",4.5,271, +1 212-260-9463 ,"[{'name': 'Monday', 'data': [27, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 29, 45, 45, 27, 16, 16, 27]}, {'name': 'Tuesday', 'data': [21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 29, 21, 35, 29, 21]}, {'name': 'Wednesday', 'data': [10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 59, 59, 45, 37, 21, 21]}, {'name': 'Thursday', 'data': [16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 51, 56, 56, 43, 37, 43]}, {'name': 'Friday', 'data': [29, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 35, 62, 86, 100, 97, 83]}, {'name': 'Saturday', 'data': [70, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 37, 64, 62, 70, 64, 72, 70]}, {'name': 'Sunday', 'data': [35, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 37, 40, 51, 37, 27, 35, 45]}]",18,,"[60, 150]"
ChIJja0-KpdZwokRuOHSWneCBxE,Amelie Bistro & Wine Bar west village,"22 W 8th St, New York, NY 10011, USA","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","{'lat': 40.732629, 'lng': -73.99766799999999}",4.5,1219, +1 212-533-2962 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 43, 54, 50, 41, 19, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39, 45, 50, 34, 32, 17, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 63, 71, 78, 60, 39, 13, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 21, 32, 32, 23, 32, 28, 30, 17, 8, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 23, 34, 45, 54, 50, 52, 50, 47, 45]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 21, 26, 39, 54, 71, 86, 100, 89, 60, 36, 19]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 47, 56, 60, 50, 36, 39, 43, 39, 23, 15, 0]}]",,,"[90, 150]"
ChIJ4_MONJFZwokRzfxEX_oc-eg,North Square,"103 Waverly Pl, New York, NY 10011, USA","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7323801, 'lng': -73.9986529}",4.4,287, +1 212-254-1200 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 14, 14, 5, 5, 10, 21, 17, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 35, 40, 38, 26, 24, 36, 26, 15, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 40, 45, 56, 54, 63, 57, 52, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 26, 28, 50, 56, 50, 35, 35, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19, 8, 1, 8, 17, 33, 21, 12, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 29, 26, 28, 19, 24, 22, 24, 33, 35, 47, 35, 26, 22, 29, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 26, 22, 29, 33, 36, 50, 84, 100, 91, 70, 57, 57, 56, 43, 0, 0, 0]}]",93,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0]}]",
ChIJPxCEeZFZwokRzk5UghlXZWU,La Lanterna di Vittorio,"129 MacDougal St, New York, NY 10012, USA","['night_club', 'cafe', 'park', 'bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7306651, 'lng': -74.0000496}",4.5,1905, +1 917-639-3236 ,"[{'name': 'Monday', 'data': [28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 24, 31, 20, 20, 28, 36, 41, 36, 37, 33, 28, 27]}, {'name': 'Tuesday', 'data': [17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 45, 63, 59, 45, 37, 27, 25, 33, 36, 36, 27, 28, 29]}, {'name': 'Wednesday', 'data': [14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 28, 37, 36, 29, 37, 45, 62, 62, 60, 41, 27, 18]}, {'name': 'Thursday', 'data': [6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 31, 45, 51, 51, 62, 74, 79, 68, 66, 51, 35, 20]}, {'name': 'Friday', 'data': [12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 24, 39, 43, 54, 51, 59, 75, 77, 75, 63, 59, 51]}, {'name': 'Saturday', 'data': [39, 31, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 31, 44, 52, 51, 55, 66, 72, 100, 90, 77, 60, 52]}, {'name': 'Sunday', 'data': [31, 20, 0, 0, 0, 0, 0, 0, 0, 0, 16, 28, 28, 40, 36, 43, 54, 75, 72, 70, 58, 48, 32, 31]}]",87,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0]}]","[90, 120]"
ChIJzyLfYZFZwokRxNX_OjJLoRM,Vol de Nuit,"148 West 4th Street, New York, NY 10012, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7313497, 'lng': -74.0006547}",4.4,533, +1 646-476-8366 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 49, 47, 41, 45, 36, 25]}, {'name': 'Wednesday', 'data': [12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 36, 38, 34, 32, 30, 23]}, {'name': 'Thursday', 'data': [12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 23, 21, 20, 20, 14, 18]}, {'name': 'Friday', 'data': [14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 45, 49, 56, 63, 81, 100]}, {'name': 'Saturday', 'data': [78, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45, 63, 80, 63, 60, 56, 63]}, {'name': 'Sunday', 'data': [41, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,,
ChIJPxCEeZFZwokRFI8chYojzr0,Bar Next Door at La Lanterna di Vittorio,"129 MacDougal St, New York, NY 10012, USA","['bar', 'cafe', 'night_club', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","{'lat': 40.7306866, 'lng': -74.0000953}",4.6,117, +1 917-639-3236 ,,,,
ChIJdwhxKZdZwokR8Ulvi1f8-2Y,Analogue,"19 W 8th St, New York, NY 10011, USA","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7328453, 'lng': -73.9974458}",4.2,785, +1 212-432-0200 ,"[{'name': 'Monday', 'data': [17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 2, 5, 12, 31, 30, 37]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 4, 11, 22, 35, 30, 28]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 55, 64, 51, 37, 44, 38, 32]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 52, 62, 68, 61, 52, 45]}, {'name': 'Friday', 'data': [34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 21, 50, 65, 70, 70, 65]}, {'name': 'Saturday', 'data': [54, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 51, 71, 81, 94, 100, 81]}, {'name': 'Sunday', 'data': [42, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 24, 35, 32, 32, 20, 21]}]",15,,"[60, 120]"
ChIJn2fZe5FZwokRTrERqw7K9lA,Air's Champagne Parlor,"127 MacDougal St, New York, NY 10012, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.73067949999999, 'lng': -74.00014469999999}",4.6,171, +1 212-420-4777 ,,,,
ChIJRa-Q2PdZwokRwCdyxw9rOqg,Pubkey,"85 Washington Pl, New York, NY 10011, USA","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7322184, 'lng': -74.0000245}",4.8,184, +1 305-773-4249 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 4, 10, 22, 31, 20, 18, 16]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 41, 52, 52, 54, 52, 43, 20]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 29, 33, 33, 43, 47, 45, 41]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 45, 64, 81, 85, 79, 83, 68, 50]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 27, 33, 58, 75, 89, 100, 93]}, {'name': 'Saturday', 'data': [79, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 37, 45, 54, 58, 79, 85, 97]}, {'name': 'Sunday', 'data': [79, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 29, 20, 12, 14, 12, 16, 14]}]",34,,"[60, 150]"
ChIJ27CKRHdZwokRAMnhRQri-bU,Mace,"35 W 8th St, New York, NY 10011, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7330955, 'lng': -73.9981009}",4.4,866, +1 347-866-7739 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 40, 44, 33, 28, 15, 13, 10]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 33, 27, 31, 36, 33, 28]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 53, 57, 50, 42, 30, 23]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 41, 53, 61, 68, 61, 51, 38]}, {'name': 'Friday', 'data': [22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 24, 45, 66, 71, 69, 76, 88, 86]}, {'name': 'Saturday', 'data': [66, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 33, 50, 56, 71, 83, 100, 94, 91]}, {'name': 'Sunday', 'data': [59, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 69, 63, 47, 39, 49, 50, 44, 33, 27]}]",18,,"[60, 120]"
ChIJeb6z-JlZwokRiZa4J1J0aGk,Knickerbocker,"33 University Pl, New York, NY 10003, USA","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7319444, 'lng': -73.9941667}",4.5,692, +1 212-228-8490 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 66, 61, 50, 32, 20, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 53, 58, 56, 46, 22, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 54, 56, 54, 40, 29, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 64, 69, 56, 45, 32, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 62, 69, 69, 62, 46, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 90, 100, 87, 66, 50, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 61, 64, 56, 45, 25, 0]}]",,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0]}]","[60, 150]"
ChIJh4jF_ZlZwokRWwOOOHh2Dj4,Arté,"21 E 9th St #1, New York, NY 10003, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7324806, 'lng': -73.9945819}",4.4,204, +1 212-473-0077 ,,,,
ChIJgXkty5BZwokRMax9voKdLPM,Panineria NYC,"9 E 8th St, New York, NY 10003, USA","['cafe', 'meal_takeaway', 'restaurant', 'food', 'bar', 'store', 'point_of_interest', 'establishment']","{'lat': 40.732232, 'lng': -73.9957411}",4.8,1120, +1 917-388-3257 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 27, 43, 75, 88, 81, 75, 56, 56, 40, 36, 34, 15, 6, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 65, 79, 84, 75, 86, 100, 72, 50, 36, 27, 25, 11, 6, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 59, 68, 84, 86, 81, 70, 75, 77, 54, 29, 9, 6, 11, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 45, 36, 50, 61, 72, 70, 68, 38, 15, 11, 29, 52, 54, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 52, 63, 90, 56, 59, 68, 77, 93, 77, 63, 31, 11, 4, 9, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 29, 36, 50, 27, 18, 20, 15, 13, 13, 13, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 63, 79, 90, 56, 31, 25, 29, 29, 13, 11, 0, 0, 0]}]",55,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[25, 60]"
ChIJLd2DMZdZwokRY5LAZWu5fBw,Margaux,"W 8th St, New York, NY 10011, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7326395, 'lng': -73.99679929999999}",3.8,73, +1 212-321-0111 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 7, 28, 32, 53, 28, 14, 0, 0, 7, 17, 39, 17, 7, 3, 10, 3, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 14, 35, 35, 35, 10, 7, 14, 39, 39, 39, 32, 42, 82, 75, 60, 25, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 28, 10, 7, 14, 28, 21, 46, 57, 100, 64, 35, 17, 14, 14, 21, 21, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 32, 10, 7, 7, 25, 28, 57, 46, 60, 39, 28, 14, 17, 14, 14, 25, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 14, 14, 21, 10, 3, 0, 0, 3, 10, 25, 17, 17, 28, 14, 14, 21, 25]}, {'name': 'Saturday', 'data': [14, 0, 0, 0, 0, 0, 0, 32, 28, 28, 21, 28, 21, 25, 10, 7, 7, 3, 0, 3, 7, 7, 17, 28]}, {'name': 'Sunday', 'data': [35, 0, 0, 0, 0, 0, 0, 25, 32, 14, 3, 0, 0, 3, 7, 14, 25, 42, 35, 17, 3, 0, 0, 0]}]",38,,
ChIJVVVlQ6NZwokRTBtqzubLQuw,Jet Set Venue,"9 E 8th St, New York, NY 10003, USA","['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","{'lat': 40.73213739999999, 'lng': -73.99575229999999}",4.8,21, +1 646-470-3127 ,,,,
ChIJx6GSY05ZwokR9PZ5layI6QA,IRI CENTER,"10 5th Ave, New York, NY 10011, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7324978, 'lng': -73.9965769}",,,,,,,
ChIJL_NcKb1ZwokR1DgbX3uNjDc,Sorso',"56 University Pl, New York, NY 10003, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7327106, 'lng': -73.99404609999999}",5,335, +1 212-777-1726 ,,,,
ChIJ74XgwZlZwokRsIJX2ywmd3s,Reservoir,"70 University Pl # A, New York, NY 10003, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.73316570000001, 'lng': -73.99370569999999}",4.2,486, +1 212-475-0770 ,"[{'name': 'Monday', 'data': [37, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 31, 31, 35, 29, 29, 20, 33, 37, 50, 47]}, {'name': 'Tuesday', 'data': [47, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 52, 60, 68, 70, 64, 54, 58, 66, 85, 83]}, {'name': 'Wednesday', 'data': [62, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 43, 39, 41, 45, 41, 43, 41, 50, 70, 89, 85]}, {'name': 'Thursday', 'data': [47, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 37, 47, 62, 70, 81, 70, 54, 50, 52, 66, 72]}, {'name': 'Friday', 'data': [50, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 41, 50, 68, 72, 72, 64, 64, 68, 83, 97, 100]}, {'name': 'Saturday', 'data': [68, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 37, 52, 66, 52, 60, 64, 75, 62, 58, 68, 68, 56]}, {'name': 'Sunday', 'data': [27, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 47, 58, 62, 68, 66, 52, 56, 56, 62, 66, 68, 60]}]",2,,"[45, 120]"
