id,neighborhood,club_vibes,music_genres
ChIJT8T7DC5fwokRyLowKi_stIw,Astoria,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Jazz/Blues
ChIJLf6U7bRfwokRzgdASLGknPI,Astoria,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJsdSIRi5fwokR5ReSphGF8f8,Long Island City (LIC),Loungey;Upscale,Latin/Reggaeton;Top 40/Pop
ChIJgW6HQC5fwokR42jmVsRBi_g,Long Island City (LIC),Divey,Rock/Indie;Throwbacks/80s-90s
ChIJE7UN4S9fwokRKmBcKLN6Eqc,Astoria,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJ9yi_ITdfwokR-NlVT6D9tMw,Astoria,Loungey;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ-_hEzDFfwokRCUYJXmi_6g8,Astoria,Divey;Live Music,Rock/Indie;Live Music
ChIJGzNiTS5fwokRU3cXQEHE4Ug,Astoria,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJz2u2SCVfwokRCQPLOxsulh0,Long Island City (LIC),Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJA9nRKTtfwokR-UQcHGhDkWo,Astoria,Fratty;Divey,Top 40/Pop;Rock/Indie
ChIJ1y-vIjtfwokRwqJYm4QbcvE,Astoria,Rooftop/Outdoor;Loungey,Chill/Lo-fi;Top 40/Pop
ChIJH3scTDtfwokRrOQbV4rNwM4,Astoria,Loungey;Rooftop/Outdoor,Top 40/Pop;Latin/Reggaeton
ChIJUSvTeP9fwokR2KFysbirIn4,Long Island City (LIC),Loungey;Upscale,Top 40/Pop;House/EDM
ChIJEfMYaD1fwokR91PNmqHDkRg,Astoria,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Jazz/Blues
ChIJk4eUizxfwokRWeoBzleVXgU,Astoria,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ4U06Ej1fwokRYKYcf402V2s,Astoria,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJmbNZkDZfwokRr_jDV1qw8xs,Astoria,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJAYDdy4JfwokRHdMJajK1QpM,Astoria,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Top 40/Pop
ChIJfyYinx1fwokRvPBNz8PIQmY,Astoria,Loungey;Live Music,Latin/Reggaeton;Live Music
ChIJcYU9pzZfwokRrUEFPJxRsGI,Astoria,Loungey;Upscale,Latin/Reggaeton;Top 40/Pop
ChIJJ1gMKadfwokRZHzqWJeEf0I,Astoria,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Top 40/Pop
ChIJk7BlPKdfwokRpUtKYmRXR74,Astoria,Loungey;Rooftop/Outdoor,Top 40/Pop;Latin/Reggaeton
ChIJteG0jNdZwokRWkBdMfrk5w8,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJIXPGRZtZwokRlob1QzvXcO4,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJued5AABZwokRQssdgLFmXkk,Midtown,Upscale;Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM;Chill/Lo-fi
ChIJ9-oPPZNZwokR9XwT635xClU,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJN7qpLWtZwokRF61xChCKw8I,Midtown,Upscale;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJwSsT2EZZwokRPCbA4-DA24k,Midtown,Loungey;Rooftop/Outdoor,Live Music;Rock/Indie
ChIJNx_r4u5ZwokRSC8mwuiRKdQ,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJG4nCjnhZwokRu-d4LCNfQ_M,Chelsea,Divey;Live Music,Rock/Indie;Live Music
ChIJgUCLeDRZwokRL35yC33i-5I,Midtown,Upscale;Loungey,Top 40/Pop;House/EDM
ChIJQ6ooz5ZZwokRztZw7fZScdE,Midtown,Upscale;Loungey,Top 40/Pop;House/EDM
ChIJW1MZFGdZwokRujj-oirADHU,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJRVYT1SRZwokRLt_ZoQPXURA,Chelsea,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJa6bBXD1ZwokRIAd39yHs6Tw,Midtown,Upscale;Loungey,Top 40/Pop;House/EDM
ChIJHzArVstZwokRwS4dyVXt2jA,Midtown,Upscale;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ1ziF2bZZwokRdPzw_rXIrqk,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJH-d6yh5ZwokRazxWiTWTrAY,Midtown,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Chill/Lo-fi
ChIJazo3BrNZwokRTMHuOuZ7KIE,Hell’s Kitchen,Loungey;Upscale,Top 40/Pop;Hip-Hop/Rap
ChIJieLiUXdZwokRLsekDijpWlw,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJKVbn75VZwokRLdlBWe5rbtU,Midtown,Upscale;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ_ci7bvdZwokRsL4rlCOqsMk,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJB-nDaLJZwokR1eqe81Kssxo,Hell’s Kitchen,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ9UFEiK1ZwokRHhIZbZT8Afk,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJs_Ivr2hZwokRGYUjJQt_6TQ,Hell’s Kitchen,Divey;Loungey,Rock/Indie;Top 40/Pop
ChIJVy3P5SpZwokR2-5QC2BwLAw,Midtown,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJUydFkqJZwokRwHZAzSOqcQ4,Hell’s Kitchen,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJf3Lmp-lZwokRDyXyNGpIFLE,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJWfWj2SVZwokRV4xcdk_JoKo,Midtown,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJrThdq61ZwokRHmF67x0c9vY,Midtown,Loungey,Chill/Lo-fi
ChIJQ8Sv-axZwokRqKYHIgkVbXk,Midtown,Loungey;Live Music,Jazz/Blues;Live Music
ChIJjbtnqq1ZwokR7HhBgtoAlRU,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJKUvC6K1ZwokR-6gilCP_YRg,Midtown,Loungey,Top 40/Pop
ChIJifuvPaNZwokRUxEEA1v86rk,Midtown,Dancey;Live Music,Country;Rock/Indie
ChIJGwGp6q1ZwokRZAEGF2dtd9c,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJnSnH8qxZwokRzoMUSAeaFAA,Midtown,Divey,Rock/Indie
ChIJl60eBK1ZwokReIc25YcPsTA,Midtown,Divey,Latin/Reggaeton;Top 40/Pop
ChIJl7e_7tFZwokRzj7bvfx6Fgs,Midtown,Loungey;Rooftop/Outdoor;Upscale,Top 40/Pop;House/EDM;Chill/Lo-fi
ChIJYfDwVqxZwokRvpUEyhDc_JE,Midtown,Loungey;Upscale,Top 40/Pop;Hip-Hop/Rap
ChIJ76gDrpxYwokRYpcajBXjfZY,Midtown,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJLYCZ9KxZwokRzPV1ej20A78,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJUYpxy61ZwokRP5qdHou1WrE,Midtown,Loungey;Divey,Top 40/Pop;Throwbacks/80s-90s
ChIJV0bfnqtZwokRo0b29CRqsS8,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ7cFMaqxZwokRiwwuIFN8pbA,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJtcPJYqtZwokRiiFBAJz8krQ,Midtown,Loungey;Rooftop/Outdoor;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJASwLqU9ZwokRAoIgy6k2RgY,Midtown,Divey,Chill/Lo-fi
ChIJl5pBc6xZwokRZrnK_FqSNJI,Midtown,Rooftop/Outdoor;Loungey;Upscale,Top 40/Pop;House/EDM;Throwbacks/80s-90s
ChIJ_0SkkKtZwokRZlbtIC9fYMg,Midtown,Loungey,Chill/Lo-fi
ChIJawE1P2RZwokRRCBYnzLZw2s,Midtown,Loungey;Upscale,Top 40/Pop;Hip-Hop/Rap
ChIJ8_eKZulZwokRhZYdv98woQE,Midtown,Divey;Loungey,Rock/Indie;Top 40/Pop
ChIJ-ai5BQVZwokRAuw1QAED3Nc,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJC_y1g6tZwokR5HzqjKOPL3M,Midtown,Upscale;Loungey,Top 40/Pop;House/EDM
ChIJB--lX-tZwokRzvuwKLMiT04,Midtown,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Top 40/Pop
ChIJU7YBOxFZwokRyBQIX2g7TtQ,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;Throwbacks/80s-90s
ChIJMeh4gWpZwokRA15Y4sAeVpI,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;Latin/Reggaeton
ChIJvWtE_KhZwokR9bS5Xc9ZuPs,Midtown,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJkRrcbBZZwokRWCqvPaapSBA,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJ0x8Q6b5ZwokRMSVr7GeJQ6w,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJ0Q7xqoBZwokRkrPoL2Es1X0,Midtown,Loungey;Rooftop/Outdoor;Upscale,Top 40/Pop;House/EDM;Chill/Lo-fi
ChIJGT9P4qpZwokRCvqefHD-rTE,Midtown,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJvwieBqtZwokR1ylhfT1Q_zM,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJKRwA36pZwokRTKRKKqL87XY,Midtown,Upscale;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJEemrT6pZwokRBdHb4BXiHJQ,Midtown,Rooftop/Outdoor;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJs6oaiKpZwokRU5bL9u9CpP8,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJK6ywGKtZwokRLFWYCXL5J3k,Midtown,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Top 40/Pop
ChIJZTInQIhZwokR8GBPDoHJMok,Midtown,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJ_cCepmVZwokRlX4q2VDJOJo,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJlcHXMQBZwokRI0d7aW4e0W4,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJq6qOXKpZwokRgfUw3bNZhFs,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJTX7ob1NYwokRp-KL5mXIRag,Midtown,Loungey;Live Music,Live Music;Throwbacks/80s-90s
ChIJqTF1eABZwokR3ZMQ2obIW4w,Midtown,Upscale;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ8-Y8XgBZwokRoUtBlS4Vse4,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJNwVudABZwokRQTPkSXm0iog,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJ8YhauntZwokRzw7MOoKb1-I,Midtown,Loungey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJU26XiRlZwokRWtFvXJMnsaU,Midtown,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJvQwwiQFZwokRQDZSQpZrTrk,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJHwqo_wFZwokRQN1JF-q8O1o,Midtown,Upscale;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJW29zqQFZwokRBszElAdboKA,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJR9legAFZwokRY2BpDp3jsNc,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJPxPd_P1YwokRfzLhSiACEoU,Midtown,Divey,Top 40/Pop
ChIJ07yR6AFZwokRfcQhBTvAP7I,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ_-CMLwJZwokRcFD-HsNXH-Q,Midtown,Upscale;Loungey,Top 40/Pop;Jazz/Blues
ChIJGxaRI_5YwokRDD--HCnAVno,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJw_GEYexZwokRTcpyQdIM9bE,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJmxOl6dpZwokRCxD86jCgBfk,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJVfVe8_1YwokRoV7B8mpwVNA,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJSW0wjf1YwokRSDmX1_gp5FI,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJIbOznQJZwokROAh8nmOjx-k,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJW41Pbv1YwokRrkn1L44-rJs,Midtown,Divey;Loungey,Top 40/Pop;Throwbacks/80s-90s
ChIJf1hdhgJZwokRcrTxCK3u9Uw,Midtown,Loungey,Live Music;Jazz/Blues
ChIJ1RfI9v1YwokRcd2LQBhJOgM,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJS0m6mb9ZwokR5NM7Sfrlt0U,Midtown,Loungey;Upscale,Jazz/Blues;Top 40/Pop
ChIJp8BSzL1ZwokR7Nb_LN1kodA,Midtown,Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJ43gKX0JZwokRxkmmWZosSI4,Midtown,Upscale;Loungey,Top 40/Pop;Jazz/Blues
ChIJofvZaf1YwokR9OPfhJkEvVE,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJgT-BXf1YwokRCBwaEHiDWa0,Midtown,Loungey;Upscale,Jazz/Blues;Top 40/Pop
ChIJuaasVOZZwokRkL2AE4xVais,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ57srcYpZwokRd6zeDEJ5Nic,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJGT7K5OJYwokRaqeIi5mhiic,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJb3chih1ZwokRBPNHD9LMRyc,Midtown,Loungey,Top 40/Pop;Throwbacks/80s-90s
ChIJ4aMJ8-JYwokRouFqbQBGljQ,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJJdoc8eJYwokR5uIqF2WmdzQ,Midtown,Loungey;Upscale,Latin/Reggaeton;Jazz/Blues
ChIJn28AJeJYwokRBQbldz6KqGs,Midtown,Upscale;Loungey,Top 40/Pop;House/EDM
ChIJMW8ZMOJYwokRk07VWx6CCLk,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJo9U3r-NYwokRDRcWezR_iNM,Midtown,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJPdyLY-JYwokRRFYey_69jfo,Midtown,Loungey;Upscale,House/EDM;Top 40/Pop
ChIJBYj8OUFZwokR7hltcrTKOCc,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJgfP3mYlZwokRQPKGxaucb2Y,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJc1QTEOJYwokRLAvuSgkm6rA,Midtown,Loungey;Upscale;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ8UEYhUBZwokRoeoL3-iwtaE,Long Island City (LIC),Divey;Live Music,Rock/Indie;Live Music
ChIJAemDtCxfwokRrfHv58ZtcxA,Long Island City (LIC),Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ4UMDmvtZwokR0twKqXNmzl4,Long Island City (LIC),Loungey;Rooftop/Outdoor,Chill/Lo-fi;Jazz/Blues
ChIJ94mJveFfwokRDjxQ-8fT0yw,Long Island City (LIC),Divey;Loungey,Rock/Indie;Top 40/Pop
ChIJA9zY7SxfwokR2Sh2eXYcRd8,Long Island City (LIC),Loungey;Rooftop/Outdoor,Latin/Reggaeton;Top 40/Pop
ChIJ64EKfyxfwokRj5CkS1LGFV8,Long Island City (LIC),Loungey;Dancey,Latin/Reggaeton;Top 40/Pop
ChIJ7cTviQxfwokRoFEc87265R0,Long Island City (LIC),Upscale;Loungey,Top 40/Pop;House/EDM
ChIJw8MpPyNfwokRIdYLHMayMp0,Astoria,Divey;Live Music,Rock/Indie;Live Music
ChIJ32p4ghBfwokRm9XvnBZ-5v8,Astoria,Live Music;Divey,Latin/Reggaeton;Rock/Indie
ChIJm18EMMZfwokRRuwQCfCF-Vw,Astoria,Divey;Live Music,Latin/Reggaeton;Live Music
ChIJL4_WOLZZwokRkCkqv1Mqrls,Chelsea,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJLSzYf_VZwokRZroNCMIWUHU,Chelsea,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJt7Y_GZFZwokRAJSJoE7cUG8,Chelsea,Loungey;Upscale,House/EDM;Top 40/Pop
ChIJkzm4uVZZwokRpH8jUC56Ry4,Chelsea,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJrzS3OgBZwokRmdcC8KOlBNw,Chelsea,Divey;Loungey,Disco/Funk;House/EDM
ChIJPcblVLZZwokRHqDcG2pc6_0,Chelsea,Loungey;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ0Wi7_bZZwokRKJfU2xVoxLQ,Chelsea,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJG7JIq7dZwokRs_qDCTUKYsM,Chelsea,Loungey;Upscale,Jazz/Blues;Live Music
ChIJVy-bwrZZwokRJ3FobeipPac,Chelsea,Loungey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJB6FQ8R9ZwokRdEx5bayDGlU,Chelsea,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJO2D3Is5ZwokRgFmYu_W5aD0,Chelsea,Loungey;Live Music,Jazz/Blues;Live Music
ChIJO2D3Is5ZwokRgFmYu_W5aD0,Chelsea,Loungey;Live Music,Jazz/Blues;Live Music
ChIJHbDNDHxZwokRxYe2RtH9WEI,Chelsea,Rooftop/Outdoor;Loungey,House/EDM;Top 40/Pop
ChIJyQrN22VbwokRkPPkgVB6K-I,Chelsea,Upscale;Loungey,Latin/Reggaeton;Top 40/Pop
ChIJWzd0z1NZwokRjNNGhpZoSUU,Chelsea,Upscale;Loungey,House/EDM;Top 40/Pop
ChIJG3adBbFZwokRquCbZzAAfdc,Chelsea,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJKRXhKhJZwokRWj3WvCjgBao,Midtown,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Top 40/Pop
ChIJxSrafptZwokR5xeQJ3Y5MtA,Midtown,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJ72qJ17FZwokRjGjj65r0is0,Midtown,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJVZh6J1hZwokR-M-B19E3Gdw,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ80A00XdZwokRnMElX5ojc1I,Midtown,Divey;Fratty,Top 40/Pop;Throwbacks/80s-90s
ChIJyYcpaW9ZwokRf_VCNksZawA,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJudTLKqdZwokRvMxV0ogQ6Fg,Midtown,Loungey,Chill/Lo-fi
ChIJA9SAk0xZwokRnoHo3frTuTs,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJBZ9wGa5ZwokR56eDoKA1vOo,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJt4hmE11ZwokR4Iq80j-NC_4,Midtown,Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ92FcnxdZwokRYKIsr0xkEK0,Chelsea,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJiag-Wq5ZwokRtQf2RkVEPkM,Midtown,Divey;Loungey,Top 40/Pop;Rock/Indie
ChIJ0RAxza1ZwokRaCu1WooWYVI,Midtown,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJkZRgM6xZwokRNp1lrJM2hL8,Midtown,Loungey;Live Music,Latin/Reggaeton;Top 40/Pop
ChIJc1lZL6xZwokRBJ7wSSPz7zY,Midtown,Fratty;Loungey,Top 40/Pop;Throwbacks/80s-90s
ChIJMUiKI6xZwokRDEokmGYpJK8,Midtown,Divey;Loungey,Rock/Indie;Top 40/Pop
ChIJJXfoP65ZwokR7mj2Skb3LAs,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJ1Zviw79ZwokRTH7D4gNH6HE,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJj6ruf65ZwokRUeM5jI1RilA,Midtown,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJS_9NWCFZwokR5CWRh_2zm7I,Midtown,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJ98XwsahZwokRo2aR2-Nq1dM,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJ5Z-4NaxZwokRF98-wGsCVDM,Midtown,Loungey;Upscale,Top 40/Pop;Hip-Hop/Rap
ChIJn3jVCGZZwokRx_8mIi7fdWk,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJNYLWpq5ZwokRXoq87mR3j5U,Midtown,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJvRkhua5ZwokRGh_pNsxbbHw,Midtown,Divey;Fratty,Rock/Indie;Throwbacks/80s-90s
ChIJb3gra6xZwokRRfr2bL2AfhI,Midtown,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJ8587uK5ZwokRhBVe6xxdXrw,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJea1c7KtZwokRmWaW9zGgfZI,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJQ7BscGVZwokRVahgtuMXV1c,Midtown,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJwcai9r1ZwokRdNbFwC4ifZs,Midtown,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJPRZKGXBZwokRgmNJvn_KkkY,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJxVtTJfxYwokRqFWUb2-nUZU,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJ8SwceqlZwokR12US5jYqCSk,Midtown,Loungey,Top 40/Pop;Throwbacks/80s-90s
ChIJh_o5GqpZwokRYNjQn-NMZBc,Midtown,Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJZS10QapZwokRbWwMM2YAMmM,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJtV9HblRYwokRO_EpOnQgxQo,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJRXHwO6pZwokRpckWjQ7e5o0,Midtown,Rooftop/Outdoor;Loungey;Upscale,Top 40/Pop;House/EDM;Chill/Lo-fi
ChIJl6r9TqpZwokRYemwGgmWnek,Midtown,Loungey,Jazz/Blues
ChIJ8e_e1KtZwokRG1khy16JxDo,Midtown,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJed_amqlZwokRZ2QQm75dbaI,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJrynYIqxZwokREqIhxUvixhc,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJaQjMZqlZwokRfRT10O37aoQ,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJ7zWQYKpZwokRPWlNbpnzI9U,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJ732mealZwokRWuCx7EFPz50,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJFWsPfqlZwokRRfCNgutT9pU,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJCYWVhqlZwokRe3CEB0PChBI,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJBwGziqlZwokRb3MTH3xUt0Y,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJnYkfZqpZwokRLxGbURXlMfQ,Midtown,Loungey;Upscale,Latin/Reggaeton;Jazz/Blues
ChIJfzDanalZwokReBUChuK5tmI,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJsfLVMqpZwokRwNetOaCkdSQ,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ78CJNsFZwokRd1YSO0t7pEU,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ8xj10FBZwokR_tsqaFDxec4,Midtown,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJd31kEp9ZwokRbhYczreptLQ,Midtown,Loungey;Upscale,Top 40/Pop;Throwbacks/80s-90s
ChIJCX5C4u5ZwokR3RzOYiuHifU,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJq6oGfqlZwokR4s6vINgWvM4,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJX02JA49ZwokRdWNGnrPYo4w,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJG6SkQ6pZwokRJTptT727h1c,Midtown,Rooftop/Outdoor;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJ4UgFf6BZwokRjWj5RIInDQo,Midtown,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJdWO1UI5ZwokRuOOcPFiFYTk,Midtown,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJX7vhtP5ZwokRPkmCmUg4ZIU,Midtown,Divey;Loungey,Top 40/Pop;Rock/Indie
ChIJ25G0-TFZwokRv0wTrz3oM2U,Midtown,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJc_sSjUpZwokR1bVifsE_Tu0,Midtown,Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJmVHFI3lZwokRwUUBEStdzF4,Midtown,Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJIYq6WtZZwokRdqduboSbRU8,Midtown,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJffJf3vdZwokRNZOmcGqHNu4,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJhe0jwMVZwokRhf78cH4HdVs,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJvQ0F20JZwokRRGXcGvKsbsQ,Midtown,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJe3KOb6pZwokRGHhrP2gdfMk,Midtown,Loungey;Upscale;Rooftop/Outdoor,Top 40/Pop;House/EDM;Chill/Lo-fi
ChIJ9aoLcapZwokRmJBQGgXaojw,Midtown,Upscale;Loungey,Top 40/Pop;Hip-Hop/Rap
ChIJVd8t3gBZwokRayYzLH963xI,Midtown,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJGUO64qlZwokR95_j_oQ2pp0,Midtown,Loungey;Upscale,Top 40/Pop;House/EDM
